target,location,target_end_date,horizon,output_type,output_type_id,value,origin_date
ILI incidence,AT,2024-10-20,1,quantile,0.01,577.3493702823631,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.01,565.3125711263082,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.01,754.0650318216012,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.01,1384.100968932965,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.025,754.2805827634398,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.025,822.4158263035857,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.025,827.5838125925109,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.025,1501.590486105253,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.05,841.0224954388607,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.05,843.743162722946,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.05,862.2651641225525,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.05,1596.0333476427468,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.1,886.6299940898792,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.1,881.7440152278704,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.1,883.242198108964,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.1,1789.179469914264,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.15,916.6815287834039,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.15,938.0468298239006,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.15,910.1450611307538,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.15,1937.1938362674741,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.2,969.913204066779,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.2,992.0787438762553,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.2,937.636663550675,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.2,1961.844911656193,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.25,991.634053248609,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.25,1046.1522014295115,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.25,950.0754558560438,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.25,1975.3903341606108,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.3,1016.4540690004674,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.3,1065.0428750714277,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.3,961.5623417000421,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.3,2013.1501705453702,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.35,1022.6699994520866,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.35,1067.859545449959,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.35,1005.0117782307682,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.35,2066.5231436591,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.4,1043.0695841201984,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.4,1071.066139396585,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.4,1010.2890862254615,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.4,2113.7680647726806,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.45,1065.4797681703083,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.45,1089.2649979790342,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.45,1016.6618692243741,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.45,2126.9095050484825,2024-10-23
ILI incidence,AT,2024-10-20,1,median,0.5,1076.5996417244278,2024-10-23
ILI incidence,AT,2024-10-27,2,median,0.5,1109.8269561068357,2024-10-23
ILI incidence,AT,2024-11-03,3,median,0.5,1048.064506113793,2024-10-23
ILI incidence,AT,2024-11-10,4,median,0.5,2138.0554186270356,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.55,1083.9016843344198,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.55,1116.8622088934053,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.55,1058.9180623249376,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.55,2160.2573402372623,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.6,1098.6767858027717,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.6,1142.0212946177467,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.6,1104.8571509869528,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.6,2174.3274804816697,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.65,1141.8454300153558,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.65,1147.79893121325,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.65,1112.4271475768235,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.65,2247.6307293281693,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.7,1149.1900950759791,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.7,1154.9340660487894,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.7,1118.834375428281,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.7,2395.8495479985877,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.75,1178.1993981687565,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.75,1159.0376236001866,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.75,1124.2026470964934,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.75,2479.474802221675,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.8,1207.346402842491,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.8,1174.632250849714,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.8,1170.9374526070094,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.8,2532.653062347317,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.85,1218.6106121413193,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.85,1197.4208585649073,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.85,1205.3948326593384,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.85,2604.171506911093,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.9,1226.3671740966925,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.9,1233.1595738156147,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.9,1237.0556057946692,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.9,2631.3000508194236,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.95,1264.7702369235762,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.95,1322.5638996819894,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.95,1365.9090708431493,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.95,2764.963490283731,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.975,1299.9966003219513,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.975,1417.6466633302803,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.975,1490.5114172003864,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.975,3420.0494271712305,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.99,1467.1182892418578,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.99,1432.3113069528456,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.99,1795.1075703249257,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.99,3576.8588822733363,2024-10-23
ILI incidence,BE,2024-10-20,1,quantile,0.01,108.1721562636434,2024-10-23
