target,location,target_end_date,horizon,output_type,output_type_id,value,origin_date
ILI incidence,AT,2024-10-20,1,quantile,0.01,570.3843731054902,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.01,635.8522553210717,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.01,677.8900510278293,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.01,657.1876111462586,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.025,663.7272515906334,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.025,724.1187707443522,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.025,750.778211503101,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.025,758.8009305568855,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.05,741.0754224629189,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.05,826.1620740041066,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.05,819.4845875080051,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.05,836.1062894528123,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.1,839.4033039866862,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.1,960.612966611986,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.1,946.0693941761945,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.1,977.0894954705004,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.15,926.2949001513497,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.15,1043.9726264951992,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.15,1028.0489763356436,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.15,1086.1512883509986,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.2,990.5914919768865,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.2,1127.3016316154844,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.2,1125.8314687689535,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.2,1184.481705865361,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.25,1072.982895915499,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.25,1202.9862902869083,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.25,1191.2176889941072,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.25,1246.7062682659005,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.3,1142.5525204428884,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.3,1268.96065679961,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.3,1254.0849610974349,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.3,1324.491113059866,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.35,1212.3808990671334,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.35,1330.711127770049,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.35,1318.5916813041583,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.35,1392.380053791306,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.4,1278.182473075611,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.4,1374.5279611532533,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.4,1390.442916486889,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.4,1457.8088064218446,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.45,1341.5131302856141,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.45,1444.726138392828,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.45,1469.3838035759363,2024-10-23
ILI incidence,AT,2024-11-10,4,quantile,0.45,1533.1606012735338,2024-10-23
ILI incidence,AT,2024-10-20,1,median,0.5,1406.294121114603,2024-10-23
ILI incidence,AT,2024-10-27,2,median,0.5,1514.6730221325506,2024-10-23
ILI incidence,AT,2024-11-03,3,median,0.5,1538.9353744232467,2024-10-23
ILI incidence,AT,2024-11-10,4,median,0.5,1605.5493937313283,2024-10-23
ILI incidence,AT,2024-10-20,1,quantile,0.55,1468.6029137168148,2024-10-23
ILI incidence,AT,2024-10-27,2,quantile,0.55,1597.2484966033476,2024-10-23
ILI incidence,AT,2024-11-03,3,quantile,0.55,1617.0491601758506,2024-10-23
